user_id,meal_id,rating
13,81,2.0
13,92,3.0
13,98,3.0
13,106,4.0
13,113,4.0
13,140,3.0
13,155,4.0
13,156,4.0
13,190,5.0
13,220,4.0
13,223,3.0
13,251,4.0
13,257,3.0
13,261,4.0
13,276,3.0
13,310,4.0
13,323,2.0
13,357,4.0
13,361,4.0
13,376,4.0
13,380,4.0
13,385,5.0
13,410,5.0
13,431,4.0
13,451,3.0
14,6,4.0
14,21,5.0
14,23,4.0
14,35,3.0
14,67,3.0
14,84,3.0
14,94,5.0
14,97,1.0
14,108,4.0
14,116,3.0
14,117,4.0
14,121,3.0
14,122,3.0
14,126,4.0
14,128,3.0
14,144,3.0
14,145,3.0
14,146,3.0
14,148,4.0
14,151,3.0
14,183,4.0
14,194,3.0
14,202,4.0
14,204,1.0
14,225,2.0
14,242,3.0
14,249,2.0
14,253,3.0
14,259,3.0
14,262,3.0
14,264,3.0
14,266,3.0
14,267,3.0
14,269,4.0
14,282,3.0
14,284,2.0
14,291,3.0
14,300,4.0
14,301,4.0
14,309,2.0
14,315,3.0
14,322,4.0
14,327,3.0
14,336,2.0
14,341,3.0
14,342,3.0
14,348,2.0
14,359,5.0
14,364,2.0
14,366,3.0
14,369,5.0
14,373,3.0
14,382,3.0
14,384,3.0
14,400,2.0
14,409,2.0
14,415,2.0
14,437,3.0
14,442,4.0
14,448,3.0
14,450,3.0
15,35,3.0
15,102,5.0
15,104,3.0
15,122,4.0
15,128,3.0
15,129,4.0
15,130,3.0
15,133,5.0
15,146,2.0
15,151,3.0
15,174,3.0
15,202,3.0
15,204,3.0
15,215,5.0
15,219,4.0
15,227,2.0
15,237,3.0
15,241,4.0
15,242,2.0
15,250,5.0
15,253,3.0
15,259,3.0
15,263,4.0
15,266,3.0
15,269,4.0
15,273,2.0
15,282,3.0
15,284,2.0
15,291,3.0
15,300,4.0
15,309,3.0
15,314,3.0
15,327,4.0
15,336,3.0
15,337,4.0
15,342,2.0
15,346,3.0
15,350,4.0
15,359,3.0
15,364,4.0
15,384,3.0
15,403,3.0
15,419,2.0
15,449,3.0
15,453,3.0
15,457,3.0
16,0,4.0
16,1,4.0
16,9,4.0
16,15,4.0
16,17,4.0
16,29,3.0
16,39,4.0
16,41,3.0
16,58,3.0
16,60,3.0
16,63,4.0
16,81,2.0
16,91,3.0
16,98,3.0
16,137,3.0
16,155,4.0
16,156,4.0
16,157,4.0
16,220,4.0
16,223,4.0
16,231,4.0
16,257,3.0
16,261,3.0
16,289,4.0
16,307,5.0
16,320,5.0
16,339,4.0
16,351,4.0
16,357,5.0
16,376,4.0
16,380,3.0
16,385,3.0
16,389,4.0
16,407,3.0
16,420,3.0
16,426,4.0
17,4,5.0
17,14,4.0
17,20,3.0
17,28,5.0
17,33,3.0
17,34,5.0
17,36,3.0
17,37,4.0
17,45,3.0
17,46,4.0
17,47,3.0
17,50,2.0
17,54,5.0
17,61,2.0
17,74,3.0
17,77,3.0
17,82,4.0
17,83,4.0
17,93,4.0
17,100,3.0
17,103,3.0
17,109,3.0
17,110,4.0
17,114,4.0
17,120,4.0
17,132,3.0
17,134,4.0
17,142,3.0
17,153,3.0
17,160,2.0
17,161,4.0
17,164,3.0
17,167,4.0
17,171,4.0
17,172,2.0
17,179,3.0
17,182,3.0
17,199,3.0
17,201,5.0
17,216,5.0
17,217,4.0
17,228,4.0
17,230,3.0
17,233,3.0
17,240,3.0
17,247,4.0
17,254,1.0
17,265,3.0
17,268,4.0
17,275,5.0
17,286,2.0
17,287,3.0
17,292,5.0
17,296,2.0
17,304,3.0
17,308,3.0
17,316,4.0
17,321,3.0
17,329,4.0
17,345,3.0
17,347,3.0
17,365,3.0
17,368,4.0
17,371,3.0
17,375,2.0
17,378,3.0
17,381,3.0
17,386,4.0
17,390,3.0
17,392,4.0
17,394,3.0
17,396,5.0
17,421,3.0
17,433,4.0
17,434,4.0
17,435,3.0
17,443,3.0
17,445,3.0
17,447,2.0
18,1,5.0
18,3,5.0
18,7,3.0
18,9,1.0
18,13,2.0
18,17,3.0
18,38,4.0
18,40,4.0
18,63,4.0
18,66,4.0
18,81,3.0
18,89,4.0
18,91,3.0
18,98,3.0
18,101,3.0
18,143,4.0
18,163,4.0
18,181,2.0
18,190,3.0
18,193,5.0
18,200,3.0
18,205,5.0
18,208,3.0
18,220,4.0
18,226,5.0
18,251,4.0
18,276,5.0
18,289,3.0
18,323,4.0
18,326,4.0
18,331,3.0
18,361,3.0
18,407,4.0
18,410,3.0
18,423,4.0
18,426,4.0
18,451,4.0
19,6,4.0
19,26,5.0
19,62,4.0
19,84,5.0
19,85,4.0
19,87,4.0
19,90,5.0
19,111,4.0
19,117,5.0
19,129,4.0
19,141,3.0
19,151,2.0
19,194,5.0
19,204,4.0
19,210,5.0
19,222,5.0
19,224,3.0
19,227,3.0
19,242,4.0
19,249,4.0
19,250,5.0
19,259,3.0
19,267,5.0
19,269,3.0
19,270,4.0
19,273,4.0
19,282,4.0
19,300,3.0
19,324,4.0
19,325,5.0
19,369,5.0
19,373,3.0
19,382,4.0
19,384,4.0
19,391,3.0
19,403,3.0
19,419,3.0
19,422,4.0
19,427,5.0
19,441,4.0
19,442,4.0
19,446,2.0
19,448,4.0
19,449,3.0
19,453,4.0
19,457,3.0
20,9,5.0
20,13,4.0
20,19,4.0
20,22,4.0
20,63,4.0
20,69,4.0
20,81,2.0
20,92,3.0
20,98,2.0
20,106,4.0
20,113,5.0
20,119,5.0
20,137,4.0
20,140,5.0
20,143,3.0
20,157,4.0
20,177,5.0
20,181,5.0
20,190,5.0
20,193,4.0
20,200,5.0
20,205,4.0
20,226,4.0
20,231,4.0
20,257,2.0
20,276,4.0
20,280,4.0
20,285,4.0
20,289,3.0
20,339,3.0
20,376,4.0
20,380,2.0
20,389,5.0
20,407,4.0
20,410,5.0
20,426,2.0
20,431,3.0
21,17,3.0
21,22,5.0
21,38,4.0
21,39,5.0
21,58,4.0
21,63,5.0
21,66,3.0
21,75,3.0
21,89,3.0
21,92,4.0
21,98,4.0
21,101,4.0
21,113,5.0
21,131,2.0
21,137,4.0
21,155,3.0
21,163,3.0
21,200,5.0
21,226,3.0
21,239,2.0
21,261,3.0
21,285,5.0
21,289,4.0
21,310,3.0
21,323,4.0
21,389,4.0
21,420,5.0
21,431,4.0
21,439,3.0
22,10,5.0
22,16,3.0
22,24,5.0
22,25,2.0
22,36,5.0
22,37,4.0
22,48,4.0
22,49,3.0
22,65,4.0
22,72,4.0
22,76,3.0
22,79,4.0
22,80,5.0
22,88,3.0
22,93,3.0
22,99,4.0
22,100,4.0
22,114,4.0
22,123,5.0
22,132,3.0
22,142,4.0
22,147,5.0
22,153,3.0
22,154,3.0
22,158,5.0
22,164,5.0
22,167,5.0
22,170,4.0
22,179,4.0
22,188,4.0
22,196,4.0
22,214,3.0
22,217,5.0
22,228,5.0
22,230,2.0
22,235,4.0
22,243,2.0
22,254,4.0
22,260,4.0
22,265,5.0
22,268,4.0
22,272,3.0
22,275,5.0
22,277,5.0
22,287,3.0
22,294,3.0
22,296,4.0
22,297,5.0
22,298,4.0
22,302,3.0
22,304,3.0
22,313,4.0
22,316,3.0
22,328,5.0
22,334,4.0
22,340,3.0
22,345,4.0
22,354,3.0
22,378,3.0
22,381,5.0
22,392,5.0
22,394,4.0
22,396,5.0
22,398,3.0
22,417,4.0
22,430,4.0
22,433,4.0
22,434,4.0
22,435,3.0
22,440,3.0
22,443,4.0
22,447,4.0
22,454,3.0
22,458,2.0
23,12,3.0
23,13,3.0
23,15,4.0
23,19,4.0
23,32,3.0
23,39,2.0
23,41,3.0
23,58,3.0
23,60,4.0
23,75,4.0
23,98,3.0
23,101,4.0
23,106,4.0
23,113,4.0
23,137,2.0
23,143,4.0
23,173,4.0
23,193,4.0
23,200,5.0
23,205,4.0
23,220,3.0
23,223,4.0
23,239,3.0
23,251,4.0
23,257,4.0
23,376,3.0
23,407,5.0
23,423,4.0
23,451,4.0
24,2,3.0
24,21,3.0
24,26,3.0
24,62,4.0
24,87,3.0
24,90,4.0
24,94,3.0
24,102,5.0
24,116,2.0
24,130,3.0
24,144,4.0
24,145,2.0
24,146,2.0
24,174,3.0
24,202,3.0
24,204,4.0
24,215,5.0
24,224,5.0
24,225,4.0
24,237,3.0
24,246,3.0
24,249,3.0
24,263,3.0
24,269,3.0
24,270,3.0
24,284,2.0
24,291,2.0
24,299,4.0
24,309,4.0
24,322,4.0
24,325,2.0
24,327,3.0
24,337,4.0
24,382,3.0
24,399,2.0
24,400,3.0
24,414,3.0
24,419,2.0
24,422,3.0
24,425,2.0
24,441,3.0
24,442,3.0
24,446,4.0
24,448,4.0
24,453,4.0
25,0,4.0
25,1,3.0
25,3,3.0
25,12,3.0
25,13,4.0
25,19,3.0
25,29,3.0
25,39,4.0
25,40,4.0
25,41,4.0
25,60,5.0
25,63,3.0
25,69,4.0
25,75,2.0
25,92,5.0
25,98,2.0
25,155,4.0
25,163,4.0
25,173,4.0
25,181,4.0
25,186,4.0
25,190,4.0
25,193,2.0
25,200,5.0
25,220,5.0
25,226,5.0
25,231,4.0
25,251,2.0
25,257,4.0
25,261,3.0
25,280,2.0
25,320,4.0
25,331,4.0
25,351,5.0
25,380,5.0
25,410,4.0
25,420,4.0
25,451,3.0
26,6,4.0
26,23,5.0
26,62,5.0
26,67,4.0
26,73,4.0
26,84,5.0
26,87,4.0
26,90,4.0
26,96,5.0
26,102,5.0
26,121,4.0
26,122,5.0
26,129,3.0
26,130,4.0
26,144,4.0
26,151,4.0
26,152,5.0
26,185,4.0
26,192,5.0
26,194,5.0
26,215,5.0
26,222,4.0
26,224,4.0
26,225,5.0
26,227,4.0
26,236,4.0
26,237,5.0
26,246,3.0
26,248,5.0
26,262,4.0
26,264,4.0
26,267,4.0
26,273,5.0
26,299,4.0
26,301,3.0
26,309,5.0
26,315,5.0
26,324,3.0
26,325,4.0
26,327,3.0
26,341,4.0
26,348,3.0
26,350,5.0
26,353,5.0
26,363,5.0
26,367,5.0
26,369,5.0
26,373,5.0
26,401,5.0
26,422,3.0
26,427,4.0
26,446,5.0
26,449,2.0
27,0,4.0
27,1,4.0
27,3,3.0
27,7,5.0
27,12,3.0
27,13,4.0
27,17,3.0
27,22,5.0
27,38,4.0
27,58,3.0
27,60,4.0
27,66,4.0
27,75,5.0
27,89,2.0
27,92,4.0
27,113,4.0
27,119,5.0
27,155,4.0
27,156,4.0
27,177,5.0
27,190,3.0
27,205,4.0
27,211,4.0
27,231,3.0
27,251,4.0
27,289,3.0
27,310,4.0
27,326,4.0
27,331,4.0
27,339,3.0
27,351,4.0
27,410,5.0
27,423,4.0
27,426,4.0
27,431,4.0
28,18,3.0
28,27,4.0
28,28,4.0
28,33,4.0
28,45,4.0
28,49,3.0
28,51,4.0
28,52,3.0
28,54,5.0
28,76,3.0
28,77,4.0
28,88,4.0
28,99,3.0
28,103,3.0
28,109,3.0
28,110,5.0
28,127,4.0
28,134,4.0
28,142,3.0
28,150,3.0
28,153,4.0
28,154,3.0
28,158,3.0
28,159,2.0
28,167,3.0
28,171,4.0
28,187,3.0
28,196,3.0
28,201,3.0
28,206,3.0
28,207,4.0
28,209,4.0
28,221,4.0
28,228,4.0
28,229,4.0
28,230,4.0
28,233,5.0
28,243,5.0
28,252,2.0
28,272,4.0
28,275,4.0
28,278,3.0
28,286,3.0
28,292,3.0
28,296,3.0
28,298,4.0
28,302,2.0
28,308,3.0
28,313,3.0
28,316,4.0
28,317,4.0
28,343,4.0
28,345,4.0
28,347,3.0
28,354,4.0
28,381,2.0
28,387,3.0
28,390,2.0
28,394,4.0
28,398,3.0
28,421,3.0
28,434,4.0
29,2,4.0
29,6,5.0
29,21,5.0
29,35,4.0
29,67,4.0
29,73,4.0
29,85,5.0
29,87,4.0
29,90,4.0
29,94,3.0
29,97,3.0
29,102,4.0
29,129,4.0
29,130,3.0
29,141,4.0
29,144,5.0
29,149,4.0
29,151,3.0
29,192,5.0
29,204,4.0
29,215,4.0
29,219,5.0
29,236,4.0
29,248,5.0
29,249,4.0
29,264,4.0
29,266,4.0
29,267,4.0
29,269,5.0
29,270,3.0
29,273,4.0
29,284,5.0
29,291,3.0
29,299,5.0
29,303,4.0
29,315,4.0
29,319,4.0
29,324,2.0
29,327,3.0
29,349,5.0
29,362,5.0
29,364,5.0
29,369,5.0
29,370,4.0
29,382,3.0
29,400,2.0
29,401,4.0
29,409,5.0
29,415,5.0
29,419,5.0
29,436,4.0
29,442,5.0
29,446,4.0
29,449,4.0
29,450,4.0
30,0,5.0
30,15,3.0
30,22,3.0
30,32,3.0
30,38,3.0
30,39,5.0
30,59,4.0
30,63,4.0
30,69,4.0
30,81,4.0
30,89,5.0
30,131,4.0
30,137,3.0
30,143,3.0
30,155,3.0
30,156,5.0
30,157,4.0
30,163,4.0
30,177,3.0
30,193,5.0
30,200,2.0
30,205,4.0
30,211,5.0
30,226,3.0
30,231,3.0
30,285,4.0
30,320,5.0
30,331,4.0
30,361,3.0
30,431,3.0
30,451,4.0
31,18,4.0
31,28,4.0
31,33,4.0
31,42,3.0
31,44,3.0
31,46,3.0
31,48,4.0
31,51,4.0
31,52,4.0
31,54,3.0
31,65,3.0
31,68,4.0
31,71,4.0
31,74,4.0
31,77,2.0
31,79,2.0
31,80,3.0
31,82,3.0
31,88,3.0
31,93,4.0
31,99,2.0
31,105,4.0
31,132,4.0
31,158,4.0
31,162,3.0
31,172,4.0
31,179,3.0
31,182,5.0
31,198,4.0
31,201,5.0
31,206,3.0
31,214,3.0
31,221,3.0
31,233,3.0
31,245,3.0
31,247,3.0
31,252,3.0
31,265,3.0
31,271,4.0
31,272,3.0
31,277,4.0
31,286,3.0
31,292,3.0
31,296,3.0
31,316,3.0
31,321,3.0
31,333,3.0
31,345,3.0
31,347,3.0
31,352,4.0
31,354,3.0
31,365,4.0
31,371,3.0
31,372,3.0
31,377,3.0
31,381,2.0
31,392,3.0
31,394,5.0
31,398,3.0
31,404,3.0
31,416,4.0
31,421,1.0
31,428,5.0
31,435,4.0
31,440,3.0
31,443,3.0
31,445,4.0
31,447,2.0
31,454,3.0
32,21,4.0
32,26,5.0
32,62,3.0
32,67,3.0
32,73,4.0
32,84,5.0
32,87,2.0
32,90,4.0
32,94,4.0
32,96,4.0
32,97,5.0
32,102,5.0
32,111,4.0
32,116,3.0
32,122,2.0
32,126,3.0
32,129,2.0
32,141,5.0
32,146,3.0
32,152,3.0
32,174,4.0
32,194,5.0
32,204,2.0
32,210,3.0
32,222,4.0
32,224,5.0
32,225,3.0
32,236,4.0
32,241,4.0
32,246,4.0
32,248,4.0
32,250,4.0
32,259,3.0
32,267,5.0
32,273,5.0
32,300,4.0
32,314,3.0
32,322,4.0
32,324,3.0
32,327,3.0
32,346,3.0
32,348,5.0
32,353,5.0
32,359,2.0
32,362,3.0
32,370,4.0
32,373,4.0
32,399,5.0
32,401,5.0
32,409,4.0
32,414,3.0
32,415,3.0
32,419,4.0
32,425,3.0
32,441,4.0
32,442,4.0
32,450,3.0
32,453,4.0
33,3,4.0
33,9,3.0
33,13,3.0
33,17,5.0
33,32,3.0
33,38,3.0
33,39,5.0
33,40,3.0
33,41,2.0
33,53,4.0
33,60,2.0
33,66,3.0
33,81,2.0
33,91,5.0
33,98,4.0
33,131,4.0
33,143,3.0
33,155,5.0
33,156,3.0
33,157,5.0
33,163,3.0
33,177,5.0
33,181,4.0
33,190,3.0
33,193,4.0
33,205,4.0
33,208,3.0
33,211,4.0
33,220,4.0
33,226,4.0
33,257,3.0
33,285,4.0
33,289,4.0
33,320,4.0
33,385,4.0
33,389,2.0
33,407,3.0
33,410,2.0
33,423,4.0
33,426,4.0
33,431,4.0
33,451,4.0
34,11,4.0
34,21,4.0
34,26,4.0
34,55,4.0
34,73,4.0
34,85,5.0
34,94,5.0
34,96,5.0
34,108,4.0
34,116,3.0
34,117,3.0
34,122,4.0
34,133,4.0
34,141,4.0
34,144,4.0
34,146,4.0
34,151,4.0
34,152,4.0
34,185,5.0
34,194,4.0
34,202,4.0
34,204,3.0
34,210,5.0
34,215,4.0
34,227,4.0
34,236,3.0
34,241,5.0
34,242,4.0
34,248,4.0
34,262,4.0
34,264,5.0
34,266,3.0
34,270,3.0
34,273,5.0
34,284,5.0
34,301,5.0
34,303,3.0
34,309,5.0
34,315,3.0
34,336,5.0
34,342,3.0
34,348,5.0
34,349,5.0
34,362,4.0
34,363,3.0
34,364,5.0
34,367,3.0
34,373,4.0
34,382,5.0
34,415,4.0
34,425,3.0
34,427,5.0
34,437,4.0
34,442,5.0
34,446,4.0
34,448,5.0
34,449,4.0
34,457,3.0
35,0,4.0
35,13,5.0
